id,name,"model (C=county, D=district, 1=all-up, 3=thirds, etc.)","type (LC=leader&cabinet, etc.)",total,majority,coalition,con,lab,ld,grn,ukip,pc,snp,dup,sf,uup,sdlp,ali,tuv,pup,ind,vacant,boundary,"ons code","start of records (or creation of council)","end of records (or abolition of council)",url,"last update"
235,Enfield,L1,LC,63,LAB,LAB,18,38,0,2,0,0,0,0,0,0,0,0,0,0,5,0,,E09000010,2016,2030,https://governance.enfield.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-10-01
236,Greenwich,L1,LC,51,LAB,LAB,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E09000011,2016,2030,http://www.royalgreenwich.gov.uk/info/200033/councillors_democracy_and_elections/598/find_your_councillor,2021-06-11
237,Hackney,L1,MC,57,LAB,"LAB Mayor",5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E09000012,2016,2030,http://mginternet.hackney.gov.uk/mgMemberIndex.aspx?bcr=1,2021-06-11
238,"Hammersmith and Fulham",L1,LC,46,LAB,LAB,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E09000013,2016,2030,http://democracy.lbhf.gov.uk/mgMemberIndex.aspx?bcr=1,2021-10-01
239,Haringey,L1,LC,57,LAB,LAB,0,41,15,0,0,0,0,0,0,0,0,0,0,0,1,0,,E09000014,2016,2030,http://www.minutes.haringey.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-18
240,Harrow,L1,LC,63,LAB,LAB,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,E09000015,2016,2030,http://www.harrow.gov.uk/www2/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0&J=1,2021-10-17
241,Havering,L1,LC,54,NOC,CON/IND,25,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,,E09000016,2016,2030,http://democracy.havering.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
242,Hillingdon,L1,LC,65,CON,CON,44,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E09000017,2016,2030,http://modgov.hillingdon.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-11
243,Hounslow,L1,LC,60,LAB,LAB,10,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,E09000018,2016,2030,https://democraticservices.hounslow.gov.uk/mgMemberIndex.aspx?FN=WARD&VW=LIST&PIC=0,2021-06-18
244,Islington,L1,LC,48,LAB,LAB,1,45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,E09000019,2016,2030,http://democracy.islington.gov.uk/mgMemberIndex.aspx?bcr=1,2021-07-06
245,"Kensington and Chelsea",L1,LC,50,CON,CON,35,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,E09000020,2016,2030,https://www.rbkc.gov.uk/committees/Members/tabid/62/ScreenMode/Alphabetical/Default.aspx,2021-04-01
246,"Kingston upon Thames",L1,LC,48,LD,LD,9,0,37,1,0,0,0,0,0,0,0,0,0,0,1,0,,E09000021,2016,2030,https://moderngov.kingston.gov.uk/mgMemberIndex.aspx,2021-09-19
247,Lambeth,L1,LC,63,LAB,LAB,1,57,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,E09000022,2016,2030,https://moderngov.lambeth.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-02-18
248,Lewisham,L1,MC,54,LAB,"LAB Mayor",0,52,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,E09000023,2016,2030,http://councilmeetings.lewisham.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-11
249,Merton,L1,LC,60,LAB,LAB,17,34,6,0,0,0,0,0,0,0,0,0,0,0,3,0,,E09000024,2016,2030,http://democracy.merton.gov.uk/mgMemberIndex.aspx?bcr=1&FN=GROUPING&VW=LIST&PIC=0,2021-06-11
250,Newham,L1,MC,60,LAB,"LAB Mayor",0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E09000025,2016,2030,https://mgov.newham.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-11
251,Redbridge,L1,LC,63,LAB,LAB,11,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,E09000026,2016,2030,http://moderngov.redbridge.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2021-06-11
252,"Richmond upon Thames",L1,LC,54,LD,LD,11,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,,E09000027,2016,2030,https://cabnet.richmond.gov.uk/mgMemberIndex.aspx,2021-06-11
253,Southwark,L1,LC,63,LAB,LAB,0,49,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,E09000028,2016,2030,http://moderngov.southwarksites.com/mgFindMember.aspx?XXR=0&AC=USERSEARCH&sPC=Enter%20postcode&,2021-06-18
254,Sutton,L1,LC,54,LD,LD,18,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,,E09000029,2016,2030,https://moderngov.sutton.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
255,"Tower Hamlets",L1,LC,45,LAB,"LAB Mayor",1,39,1,0,0,0,0,0,0,0,0,0,0,0,4,0,,E09000030,2016,2030,http://democracy.towerhamlets.gov.uk/mgMemberIndex.aspx?bcr=1,2021-09-19
256,"Waltham Forest",L1,LC,60,LAB,LAB,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E09000031,2016,2030,https://democracy.walthamforest.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH&sPC=Enter%20postcode,2021-06-11
257,Wandsworth,L1,LC,60,CON,CON,33,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,E09000032,2016,2030,https://democracy.wandsworth.gov.uk/mgMemberIndex.aspx,2021-10-24
258,Westminster,L1,LC,60,CON,CON,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E09000033,2016,2030,http://committees.westminster.gov.uk/mgMemberIndex.aspx?bcr=11,2021-06-11
259,Birmingham,M1,LC,101,LAB,LAB,27,65,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,E08000025,2016,2030,https://www.birmingham.gov.uk/councillors/name,2021-10-24
260,Doncaster,M1,MC,55,LAB,"LAB Mayor",11,40,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,E08000017,2016,2030,http://doncaster.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
278,Rotherham,M1,LC,59,LAB,LAB,18,32,3,0,0,0,0,0,0,0,0,0,0,0,4,2,,E08000018,2016,2030,https://moderngov.rotherham.gov.uk/mgMemberIndex.aspx?bcr=1,2021-11-14
279,Salford,M1,LC,60,LAB,"LAB Mayor",7,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Boundary changes for 2020. One-off all-up.",E08000006,2016,2030,http://www.salford.gov.uk/your-council/councillors/councillors-by-name/,2021-11-14
264,Barnsley,M3,LC,63,LAB,LAB,7,43,7,1,0,0,0,0,0,0,0,0,0,0,5,0,,E08000016,2016,2030,http://barnsleymbc.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
265,Bolton,M3,LC,60,NOC,"CON min",21,18,5,0,1,0,0,0,0,0,0,0,0,0,15,0,,E08000001,2016,2030,http://democracy.bolton.gov.uk/cmis5/People.aspx,2021-11-01
266,Bradford,M3,LC,90,LAB,LAB,25,51,7,3,0,0,0,0,0,0,0,0,0,0,4,0,,E08000032,2016,2030,https://bradford.moderngov.co.uk/mgMemberIndex.aspx?FN=ALPHA&VW=LIST&PIC=0,2021-04-01
267,Bury,M3,LC,51,LAB,LAB,16,27,4,0,0,0,0,0,0,0,0,0,0,0,4,0,,E08000002,2016,2030,https://councildecisions.bury.gov.uk/mgMemberIndex.aspx?FN=WARD&VW=LIST&PIC=0,2021-07-25
268,Calderdale,M3,LC,51,LAB,LAB,16,28,5,0,0,0,0,0,0,0,0,0,0,0,2,0,,E08000033,2016,2030,http://www.calderdale.gov.uk/council/councillors/councillors/search/browse.jsp,2021-09-03
269,Coventry,M3,LC,54,LAB,LAB,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E08000026,2016,2030,http://www.coventry.gov.uk/councillors/name,2021-06-11
270,Dudley,M3,LC,72,CON,CON,46,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,E08000027,2016,2030,http://councillors.dudley.gov.uk/conservative/,2021-03-28
271,Gateshead,M3,LC,66,LAB,LAB,0,52,13,0,0,0,0,0,0,0,0,0,0,0,1,0,,E08000037,2016,2030,http://democracy.gateshead.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
272,Kirklees,M3,LC,69,NOC,"LAB min",19,33,9,3,0,0,0,0,0,0,0,0,0,0,5,0,,E08000034,2016,2030,https://democracy.kirklees.gov.uk/mgMemberIndex.aspx,2021-08-03
273,Knowsley,M3,LC,45,LAB,LAB,0,33,3,5,0,0,0,0,0,0,0,0,0,0,3,1,,E08000011,2016,2030,http://councillors.knowsley.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-11-14
261,Leeds,M3,LC,99,LAB,LAB,24,53,8,3,0,0,0,0,0,0,0,0,0,0,11,0,,E08000035,2016,2030,http://democracy.leeds.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-18
274,Liverpool,M3,MC,90,LAB,"LAB Mayor",0,67,12,4,0,0,0,0,0,0,0,0,0,0,4,3,,E08000012,2016,2030,http://councillors.liverpool.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-10-17
262,Manchester,M3,LC,96,LAB,LAB,0,93,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,E08000003,2016,2030,https://democracy.manchester.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH&sPC=Enter%20postcode,2021-10-17
263,"Newcastle upon Tyne",M3,LC,78,LAB,LAB,0,52,20,0,0,0,0,0,0,0,0,0,0,0,6,0,,E08000021,2016,2030,http://democracy.newcastle.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2021-09-19
275,"North Tyneside",M3,MC,60,LAB,LAB,9,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E08000022,2016,2030,http://my.northtyneside.gov.uk/category/312/councillors,2021-09-19
276,Oldham,M3,LC,60,LAB,LAB,8,40,8,0,0,0,0,0,0,0,0,0,0,0,4,0,,E08000004,2016,2030,http://www.oldham.gov.uk/councillors/name,2021-04-01
277,Rochdale,M3,LC,60,LAB,LAB,11,45,3,0,0,0,0,0,0,0,0,0,0,0,1,0,,E08000005,2016,2030,http://democracy.rochdale.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-11-14
280,Sandwell,M3,LC,72,LAB,LAB,10,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,E08000028,2016,2030,https://cmis.sandwell.gov.uk/cmis5/People/tabid/62/ScreenMode/Alphabetical/Default.aspx,2021-11-14
281,Sefton,M3,LC,66,LAB,LAB,8,48,8,0,0,0,0,0,0,0,0,0,0,0,2,0,,E08000014,2016,2030,https://modgov.sefton.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
282,Sheffield,M3,LC,84,NOC,LAB/GRN,1,41,29,13,0,0,0,0,0,0,0,0,0,0,0,0,,E08000019,2016,2030,http://democracy.sheffield.gov.uk/mgMemberIndex.aspx?bcr=1,2021-09-19
283,Solihull,M3,LC,51,CON,CON,29,2,3,15,0,0,0,0,0,0,0,0,0,0,2,0,,E08000029,2016,2030,http://eservices.solihull.gov.uk/mgInternet/mgMemberIndex.aspx?bcr=1,2021-10-01
284,"South Tyneside",M3,LC,54,LAB,LAB,2,44,0,3,0,0,0,0,0,0,0,0,0,0,5,0,,E08000023,2016,2030,https://www.southtyneside.gov.uk/article/59877/Councillors,2021-09-19
285,"St. Helens",M3,LC,48,LAB,LAB,3,34,4,3,0,0,0,0,0,0,0,0,0,0,4,0,,E08000013,2016,2030,http://moderngov.sthelens.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-26
286,Stockport,M3,LC,63,NOC,"LAB min",8,25,26,1,0,0,0,0,0,0,0,0,0,0,3,0,,E08000007,2016,2030,http://democracy.stockport.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
287,Sunderland,M3,LC,75,LAB,LAB,19,42,12,0,0,0,0,0,0,0,0,0,0,0,2,0,,E08000024,2016,2030,https://committees.sunderland.gov.uk/committees/cmis5/Members.aspx,2021-10-01
288,Tameside,M3,LC,57,LAB,LAB,6,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,E08000008,2016,2030,http://tameside.moderngov.co.uk/mgMemberIndex.aspx?FN=ALPHA,2021-02-24
289,Trafford,M3,LC,63,LAB,LAB,17,40,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,E08000009,2016,2030,https://democratic.trafford.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
290,Wakefield,M3,LC,63,LAB,LAB,17,43,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,E08000036,2016,2030,http://mg.wakefield.gov.uk/mgMemberIndex.aspx?FN=ALPHA&VW=LIST&PIC=0,2021-04-01
291,Walsall,M3,LC,60,CON,CON,37,20,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,E08000030,2016,2030,https://cmispublic.walsall.gov.uk/cmis/Councillors.aspx,2021-11-14
292,Wigan,M3,LC,75,LAB,LAB,8,57,0,0,0,0,0,0,0,0,0,0,0,0,9,1,,E08000010,2016,2030,http://democracy.wigan.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-10-24
293,Wirral,M3,CO,66,NOC,"LAB min",23,30,5,5,0,0,0,0,0,0,0,0,0,0,2,1,,E08000015,2016,2030,http://democracy.wirral.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-10-24
294,Wolverhampton,M3,LC,60,LAB,LAB,16,42,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,E08000031,2016,2030,http://wolverhampton.moderngov.co.uk/mgMemberIndex.aspx?FN=ALPHA&VW=LIST&PIC=0,2021-10-31
1001,"Antrim and Newtownabbey",N1,,40,NOC,,0,0,0,0,0,0,0,12,5,9,4,7,0,0,2,1,,,2016,2030,http://www.antrimandnewtownabbey.gov.uk/Council/Your-Councillors?utm_source=PP&utm_medium=web&utm_campaign=Councillors&utm_content=9,2021-10-21
1002,"Armagh City, Banbridge and Craigavon",N1,,41,NOC,,0,0,0,0,0,0,0,9,10,10,6,3,0,0,2,1,,,2016,2030,https://www.armaghbanbridgecraigavon.gov.uk/councillors/,2021-07-30
1003,Belfast,N1,,60,NOC,,0,0,0,4,0,0,0,14,18,2,6,10,0,0,6,0,,,2016,2030,https://minutes3.belfastcity.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2020-03-01
1004,"Causeway Coast and Glens",N1,,40,NOC,,0,0,0,0,0,0,0,13,9,6,4,2,0,0,6,0,,,2016,2030,https://www.causewaycoastandglens.gov.uk/council/councillors,2021-07-01
1005,"Derry and Strabane",N1,,40,NOC,,0,0,0,0,0,0,0,6,11,3,11,2,0,0,7,0,,,2016,2030,http://meetings.derrycityandstrabanedistrict.com/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-07-07
1006,"Fermanagh and Omagh",N1,,40,NOC,,0,0,0,0,0,0,0,5,14,10,5,1,0,0,5,0,,,2016,2030,http://www.fermanaghomagh.com/your-council/councillors/,2021-10-21
1007,"Lisburn and Castlereagh",N1,,40,NOC,,0,0,0,1,0,0,0,14,2,11,2,9,0,0,1,0,,,2016,2030,https://www.lisburncastlereagh.gov.uk/council/elected-members,2021-10-21
1008,"Mid and East Antrim",N1,,40,NOC,,0,0,0,0,0,0,0,16,2,6,1,7,0,0,8,0,,,2016,2030,https://www.midandeastantrim.gov.uk/council/councillors,2020-11-10
1009,Mid-Ulster,N1,,40,NOC,,0,0,0,0,0,0,0,9,17,6,5,0,0,0,3,0,,,2016,2030,https://mid-ulster.cmis-ni.org/Midulster/Councillors.aspx,2020-03-01
1010,"Newry, Mourne and Down",N1,,41,NOC,,0,0,0,0,0,0,0,3,16,3,11,2,0,0,6,0,,,2016,2030,http://www.newrymournedown.org/your-councillors,2021-11-01
1011,"North Down and Ards",N1,,40,NOC,,0,0,0,3,0,0,0,13,0,8,1,10,0,0,4,1,,,2016,2030,http://www.ardsandnorthdown.gov.uk/about-the-council/find-my-councillor/view-all,2021-07-30
295,Aberdeen,S1,,45,NOC,CON/LAB/IND,10,9,3,0,0,0,19,0,0,0,0,0,0,0,4,0,,S30000026,2016,2030,http://committees.aberdeencity.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-02-28
296,Aberdeenshire,S1,,70,NOC,CON/LD/IND,20,1,13,1,0,0,16,0,0,0,0,0,0,0,19,0,,S30000027,2016,2030,http://committees.aberdeenshire.gov.uk/Committees.aspx?councillors=1,2021-09-01
297,Angus,S1,,28,NOC,CON/IND/LD,8,0,1,0,0,0,9,0,0,0,0,0,0,0,10,0,,S30000001,2016,2030,https://www.angus.gov.uk/councillors,2021-06-18
298,"Argyll and Bute",S1,,36,NOC,CON/LD/IND,9,0,5,0,0,0,11,0,0,0,0,0,0,0,10,1,,S30000036,2016,2030,https://www.argyll-bute.gov.uk/councillor_list,2021-11-14
299,Clackmannanshire,S1,,18,NOC,"SNP min",4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,,S30000003,2016,2030,http://www.clacks.gov.uk/council/wards/,2021-04-01
300,"Dumfries and Galloway",S1,,43,NOC,LAB/SNP,16,9,1,0,0,0,10,0,0,0,0,0,0,0,7,0,,S30000016,2016,2030,https://dumfriesgalloway.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
301,Dundee,S1,,29,NOC,"SNP min",3,8,2,0,0,0,13,0,0,0,0,0,0,0,3,0,,S30000002,2016,2030,https://www.dundeecity.gov.uk/councillors/cllorsurname/,2021-06-18
302,"East Ayrshire",S1,,32,NOC,"SNP min",6,9,0,0,0,0,14,0,0,0,0,0,0,0,3,0,,S30000017,2016,2030,https://www.east-ayrshire.gov.uk/CouncilAndGovernment/About-the-Council/Councillors-and-Provost/YourCouncillor.aspx,2021-04-01
303,"East Dunbartonshire",S1,,22,NOC,LD/CON,5,2,6,0,0,0,7,0,0,0,0,0,0,0,1,1,,S30000015,2016,2030,https://www.eastdunbarton.gov.uk/council/committees-councillors/councillors-2017,2021-11-14
304,"East Lothian",S1,,22,NOC,"LAB min",7,8,0,0,0,0,6,0,0,0,0,0,0,0,0,1,,S30000005,2016,2030,http://www.eastlothian.gov.uk/councillors/name,2021-10-31
305,"East Renfrewshire",S1,,18,NOC,SNP/LAB,5,4,1,0,0,0,5,0,0,0,0,0,0,0,3,0,,S30000020,2016,2030,https://www.eastrenfrewshire.gov.uk/Find-my-councillor,2021-02-28
306,Edinburgh,S1,,63,NOC,SNP/LAB,17,11,6,7,0,0,16,0,0,0,0,0,0,0,5,1,,S30000008,2016,2030,https://democracy.edinburgh.gov.uk/mgMemberIndex.aspx?bcr=1,2021-10-24
308,Falkirk,S1,,30,NOC,"SNP min",7,8,0,0,0,0,13,0,0,0,0,0,0,0,2,0,,S30000009,2016,2030,http://www.falkirk.gov.uk/services/council-democracy/councillors-decision-making/councillors/,2021-10-17
309,Fife,S1,,75,NOC,SNP/LAB,14,23,7,0,0,0,29,0,0,0,0,0,0,0,2,0,,S30000004,2016,2030,http://www.fifedirect.org.uk/news/index.cfm?fuseaction=cllr.home,2021-03-21
310,Glasgow,S1,,85,NOC,"SNP min",7,30,0,6,0,0,35,0,0,0,0,0,0,0,7,0,,S30000019,2016,2030,http://www.glasgow.gov.uk/councillorsandcommittees/allMembers.asp?sort=0&page=0&rec=78,2021-06-18
311,Highland,S1,,74,NOC,IND/LD/LAB,9,3,11,1,0,0,18,0,0,0,0,0,0,0,30,2,,,2016,2030,http://www.highland.gov.uk/councillors/name,2021-10-31
312,Inverclyde,S1,,22,NOC,"LAB min",2,8,1,0,0,0,6,0,0,0,0,0,0,0,5,0,,S30000022,2016,2030,http://www.inverclyde.gov.uk/meetings/councillors,2021-04-01
313,Midlothian,S1,,18,NOC,"LAB min",5,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,S30000006,2016,2030,https://midlothian.cmis.uk.com/Live/Councillors.aspx,2021-03-28
314,Moray,S1,,26,NOC,"SNP min",9,1,0,0,0,0,8,0,0,0,0,0,0,0,8,0,,,2016,2030,https://moray.cmis.uk.com/moray/CouncilandGovernance/Councillors.aspx,2021-04-01
307,"Na h-Eileanan Siar",S1,,31,IND,IND,1,0,0,0,0,0,6,0,0,0,0,0,0,0,24,0,,S30000039,2016,2030,https://www.cne-siar.gov.uk/your-council/wards-and-councillors/council-members/,2021-04-01
315,"North Ayrshire",S1,,33,NOC,"LAB min",8,11,0,0,0,0,9,0,0,0,0,0,0,0,5,0,,S30000018,2016,2030,https://north-ayrshire.cmis.uk.com/North-Ayrshire/-ayrshire.cmis.uk.com/north-ayrshire/Councillors/CurrentCouncillors/tabid/98/ScreenMode/Alphabetical/Default.aspx,2021-08-19
316,"North Lanarkshire",S1,,77,NOC,"LAB min",8,31,0,0,0,0,26,0,0,0,0,0,0,0,12,0,,S30000023,2016,2030,https://mars.northlanarkshire.gov.uk/egenda/public/main.pl?op=ListCurrentMembers,2021-08-19
317,"Orkney Islands",S1,,21,IND,IND,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,,S30000040,2016,2030,http://www.orkney.gov.uk/Council/Councillors/councillor-profiles.htm,2021-04-01
318,"Perth and Kinross",S1,,40,NOC,CON/IND,18,1,5,0,0,0,13,0,0,0,0,0,0,0,3,0,,S30000010,2016,2030,https://perth-and-kinross.cmis.uk.com/perth-and-kinross/Councillors/OverviewofCouncillors.aspx,2021-06-18
319,Renfrewshire,S1,,43,NOC,"SNP min",8,12,1,0,0,0,19,0,0,0,0,0,0,0,2,1,,S30000021,2016,2030,http://renfrewshire.cmis.uk.com/renfrewshire/Councillors.aspx,2021-11-14
320,"Scottish Borders",S1,,34,NOC,CON/IND,15,0,2,0,0,0,8,0,0,0,0,0,0,0,9,0,,S30000007,2016,2030,https://www.scotborders.gov.uk/councillors/name,2021-04-26
321,Shetland,S1,,22,IND,IND,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,,S30000041,2016,2030,http://www.shetland.gov.uk/about_your_councillors/,2021-02-28
322,"South Ayrshire",S1,,28,NOC,SNP/LAB/IND,12,5,0,0,0,0,9,0,0,0,0,0,0,0,2,0,,S30000024,2016,2030,http://www.south-ayrshire.gov.uk/councillors/all/,2021-04-01
323,"South Lanarkshire",S1,,64,NOC,"SNP min",11,17,3,0,0,0,25,0,0,0,0,0,0,0,8,0,,S30000025,2016,2030,https://southlanarkshire.cmis.uk.com/southlanarkshire/Councillors.aspx,2021-10-22
324,Stirling,S1,,23,NOC,SNP/LAB,9,4,0,1,0,0,7,0,0,0,0,0,0,0,2,0,,S30000011,2016,2030,https://my.stirling.gov.uk/council-democracy/politicians-elections-democracy/your-councillors/,2021-06-11
325,"West Dunbartonshire",S1,,22,NOC,SNP/IND1,2,8,0,0,0,0,9,0,0,0,0,0,0,0,3,0,,S30000014,2016,2030,http://www.west-dunbarton.gov.uk/council/councillors-and-committees/councillor/councillors-by-name/,2021-03-30
326,"West Lothian",S1,,33,NOC,"LAB min",8,10,0,0,0,0,14,0,0,0,0,0,0,0,1,0,,S30000012,2016,2030,https://www.westlothian.gov.uk/councillors,2021-10-31
327,"Bath and North East Somerset",U1,,59,LD,LD,10,5,36,1,0,0,0,0,0,0,0,0,0,0,7,0,,E06000022,2016,2030,https://democracy.bathnes.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-24
328,Bedford,U1,,40,NOC,"LD Mayor",12,11,14,2,0,0,0,0,0,0,0,0,0,0,1,0,,E06000055,2016,2030,http://www.councillorsupport.bedford.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH&sPC=Enter%20postcode&,2021-11-01
329,Blackpool,U1,,42,NOC,"LAB min",16,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,E06000009,2016,2030,http://democracy.blackpool.gov.uk/mgMemberIndex.aspx?FN=ALPHA&VW=LIST&PIC=0,2021-07-08
409,"Bournemouth, Christchurch and Poole",U1,,76,CON,CON,41,3,13,2,1,0,0,0,0,0,0,0,0,0,16,0,,,2019,2030,https://democracy.bcpcouncil.gov.uk/mgMemberIndex.aspx?bcr=1,2021-10-01
331,"Bracknell Forest",U1,,42,CON,CON,37,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,E06000036,2016,2030,http://democratic.bracknell-forest.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-11-14
332,"Brighton and Hove",U1,,54,NOC,"GRN min",13,16,0,20,0,0,0,0,0,0,0,0,0,0,5,0,,E06000043,2016,2030,http://present.brighton-hove.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-08-19
366,Bristol,U1,,70,NOC,"LAB Mayor",14,24,8,24,0,0,0,0,0,0,0,0,0,0,0,0,,E06000023,2016,2030,https://democracy.bristol.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2021-06-12
333,"Central Bedfordshire",U1,,59,CON,CON,42,1,3,0,0,0,0,0,0,0,0,0,0,0,13,0,,E06000056,2016,2030,http://centralbeds.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,2020-10-22
334,"Cheshire East",U1,,82,NOC,LAB/IND,31,25,4,0,0,0,0,0,0,0,0,0,0,0,22,0,,E06000049,2016,2030,http://moderngov.cheshireeast.gov.uk/ecminutes/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-09-03
335,"Cheshire West and Chester",U1,,70,NOC,"LAB min",29,35,2,1,0,0,0,0,0,0,0,0,0,0,3,0,,E06000050,2016,2030,http://cmttpublic.cheshirewestandchester.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-11
336,Cornwall,U1,LC,87,CON,CON,47,5,13,1,0,0,0,0,0,0,0,0,0,0,21,0,,E06000052,2016,2030,https://democracy.cornwall.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
337,Darlington,U1,,50,NOC,"CON min",24,16,3,2,0,0,0,0,0,0,0,0,0,0,5,0,,E06000005,2016,2030,https://democracy.darlington.gov.uk//mgMemberIndex.aspx?bcr=1,2021-07-08
408,Dorset,U1,,82,CON,CON,43,1,29,4,0,0,0,0,0,0,0,0,0,0,5,0,,,2019,2030,https://moderngov.dorsetcouncil.gov.uk/mgMemberIndex.aspx?bcr=1,2021-08-01
338,Durham,U1,LC,126,NOC,IND/CON/LD,24,53,17,1,0,0,0,0,0,0,0,0,0,0,30,1,,E06000047,2016,2030,https://democracy.durham.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-11-14
339,"East Riding of Yorkshire",U1,,67,CON,CON,48,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,,E06000011,2016,2030,http://www2.eastriding.gov.uk/council/councillors-and-members-of-parliament/councillor-finder/,2021-09-01
